seed,object,action,world_condition,method,trajectory_rmse_m,relative_intervention_rmse,ade_m,fde_m,early_rmse_m,middle_rmse_m,late_rmse_m,direction_error_deg,gross_failure,coverage,coverage_error,mean_interval_width_m,nees,gaussian_nll
3,soft_block,diagonal_hook,shifted_contact,generative_only,0.00928791828724197,1.5491780071123917,0.010189433651979685,0.025478592659607616,0.0015605971136791908,0.007227877651695424,0.014514337675600012,95.68269592487994,False,0.9988839285714286,0.09888392857142858,0.05733988189079304,0.23160297234573954,-3.0488105558347214
3,soft_block,diagonal_hook,shifted_contact,physics_only,0.003031023031441607,0.5055593809228932,0.0029487290232893004,0.004839945335921036,0.0018501819876274599,0.003737115845913183,0.003197939250778337,8.017974021493405,False,0.8169642857142857,0.08303571428571432,0.007256028967490912,1.6212945631781008,-4.392823037985508
3,soft_block,diagonal_hook,shifted_contact,hybrid,0.003031023031441607,0.5055593809228932,0.0029487290232893004,0.004839945335921036,0.0018501819876274599,0.003737115845913183,0.003197939250778337,8.017974021493405,False,0.8169642857142857,0.08303571428571432,0.007256028967490912,1.6212945631781008,-4.392823037985508
4,rope,diagonal_hook,matched_contact,generative_only,0.026765275417921217,1.4264837380412132,0.025435273265262296,0.0599292676236887,0.0049424609356784385,0.024279960408253358,0.039757832677646925,93.98700724284437,True,0.9591836734693877,0.05918367346938769,0.07845365734917753,0.6071625126863954,-2.644568504846798
4,rope,diagonal_hook,matched_contact,physics_only,0.0035025286198695697,0.18667097723651685,0.00289228123834145,0.006368112668759688,0.0007990796342756465,0.003560127284634051,0.004910555075542296,7.999999999999981,False,0.8558673469387755,0.04413265306122449,0.00729062681644989,2.027518935433049,-4.189069964833088
4,rope,diagonal_hook,matched_contact,hybrid,0.0035025286198695697,0.18667097723651685,0.00289228123834145,0.006368112668759688,0.0007990796342756465,0.003560127284634051,0.004910555075542296,7.999999999999981,False,0.8558673469387755,0.04413265306122449,0.00729062681644989,2.027518935433049,-4.189069964833088
4,rope,diagonal_hook,shifted_contact,generative_only,0.02078132390543397,1.803993377936363,0.020617965641521973,0.050809817379323566,0.002500174213589264,0.016608092535325015,0.032339208346198786,94.00600468397636,True,0.9987244897959183,0.0987244897959183,0.07845365734917753,0.3583855016090642,-2.768957010385464
4,rope,diagonal_hook,shifted_contact,physics_only,0.007362836665786522,0.6391560349258009,0.00574072162530661,0.008254019528865753,0.0035284011299573557,0.009641574719179846,0.007575744908610155,8.018997441132004,False,0.7257653061224489,0.17423469387755108,0.00729062681644989,9.366141046725216,-0.5197589091870038
4,rope,diagonal_hook,shifted_contact,hybrid,0.007362836665786522,0.6391560349258009,0.00574072162530661,0.008254019528865753,0.0035284011299573557,0.009641574719179846,0.007575744908610155,8.018997441132004,False,0.7257653061224489,0.17423469387755108,0.00729062681644989,9.366141046725216,-0.5197589091870038
4,cloth,diagonal_hook,matched_contact,generative_only,0.010390406710680594,1.3782967440703466,0.01115401095185969,0.02784470142731656,0.0024390560972193977,0.008890493000811073,0.01568967024285889,89.28689852532003,False,0.9861111111111112,0.08611111111111114,0.053931783570778324,0.35825954838695034,-3.0396780357395126
